縣市,鄉鎮市區,村里,101年第三季宅數
基隆市,中正區,德義里,0
基隆市,中正區,正義里,0
基隆市,中正區,信義里,0
基隆市,中正區,義重里,0
基隆市,中正區,港通里,1
基隆市,中正區,中船里,0
基隆市,中正區,正船里,0
基隆市,中正區,入船里,0
基隆市,中正區,中砂里,0
基隆市,中正區,正砂里,6
基隆市,中正區,真砂里,0
基隆市,中正區,砂灣里,0
基隆市,中正區,建國里,0
基隆市,中正區,中濱里,0
基隆市,中正區,海濱里,0
基隆市,中正區,社寮里,0
基隆市,中正區,和憲里,0
基隆市,中正區,平寮里,0
基隆市,中正區,八斗里,0
基隆市,中正區,碧砂里,0
基隆市,中正區,長潭里,0
基隆市,中正區,砂子里,0
基隆市,中正區,中正里,0
基隆市,中正區,正濱里,0
基隆市,中正區,新豐里,0
基隆市,中正區,新富里,0
基隆市,七堵區,長興里,0
基隆市,七堵區,正光里,0
基隆市,七堵區,富民里,0
基隆市,七堵區,永平里,0
基隆市,七堵區,永安里,0
基隆市,七堵區,八德里,0
基隆市,七堵區,自強里,1
基隆市,七堵區,六堵里,0
基隆市,七堵區,泰安里,1
基隆市,七堵區,堵北里,0
基隆市,七堵區,堵南里,0
基隆市,七堵區,瑪南里,0
基隆市,七堵區,瑪東里,0
基隆市,七堵區,瑪西里,0
基隆市,七堵區,友一里,130
基隆市,七堵區,友二里,0
基隆市,七堵區,正明里,0
基隆市,七堵區,百福里,0
基隆市,七堵區,實踐里,0
基隆市,七堵區,長安里,23
基隆市,暖暖區,八西里,0
基隆市,暖暖區,八堵里,0
基隆市,暖暖區,八南里,2
基隆市,暖暖區,過港里,0
基隆市,暖暖區,碇內里,0
基隆市,暖暖區,碇和里,0
基隆市,暖暖區,暖同里,5
基隆市,暖暖區,暖暖里,3
基隆市,暖暖區,暖東里,0
基隆市,暖暖區,暖西里,2
基隆市,暖暖區,八中里,0
基隆市,暖暖區,碇安里,12
基隆市,暖暖區,碇祥里,265
基隆市,仁愛區,林泉里,0
基隆市,仁愛區,花崗里,0
基隆市,仁愛區,虹橋里,0
基隆市,仁愛區,水錦里,3
基隆市,仁愛區,智仁里,14
基隆市,仁愛區,和明里,0
基隆市,仁愛區,忠勇里,0
基隆市,仁愛區,玉田里,0
基隆市,仁愛區,仁德里,0
基隆市,仁愛區,博愛里,0
基隆市,仁愛區,福仁里,0
基隆市,仁愛區,誠仁里,0
基隆市,仁愛區,吉仁里,0
基隆市,仁愛區,育仁里,0
基隆市,仁愛區,英仁里,0
基隆市,仁愛區,龍門里,0
基隆市,仁愛區,德厚里,4
基隆市,仁愛區,曲水里,3
基隆市,仁愛區,崇文里,2
基隆市,仁愛區,文安里,0
基隆市,仁愛區,兆連里,0
基隆市,仁愛區,獅球里,0
基隆市,仁愛區,書院里,0
基隆市,仁愛區,朝棟里,0
基隆市,仁愛區,明德里,0
基隆市,仁愛區,同風里,0
基隆市,仁愛區,文昌里,0
基隆市,仁愛區,新店里,0
基隆市,仁愛區,光華里,5
基隆市,中山區,新建里,0
基隆市,中山區,安民里,0
基隆市,中山區,安平里,0
基隆市,中山區,中山里,2
基隆市,中山區,民治里,0
基隆市,中山區,中興里,7
基隆市,中山區,仁正里,0
基隆市,中山區,健民里,0
基隆市,中山區,通化里,0
基隆市,中山區,居仁里,0
基隆市,中山區,通明里,0
基隆市,中山區,協和里,0
基隆市,中山區,文化里,0
基隆市,中山區,仙洞里,6
基隆市,中山區,太白里,0
基隆市,中山區,西榮里,0
基隆市,中山區,西華里,0
基隆市,中山區,西定里,0
基隆市,中山區,西康里,0
基隆市,中山區,德和里,0
基隆市,中山區,中和里,0
基隆市,中山區,德安里,0
基隆市,中山區,和平里,0
基隆市,中山區,和慶里,0
基隆市,安樂區,西川里,0
基隆市,安樂區,定國里,0
基隆市,安樂區,新西里,0
基隆市,安樂區,定邦里,0
基隆市,安樂區,慈仁里,0
基隆市,安樂區,干城里,0
基隆市,安樂區,永康里,0
基隆市,安樂區,嘉仁里,0
基隆市,安樂區,安和里,0
基隆市,安樂區,樂一里,0
基隆市,安樂區,外寮里,0
基隆市,安樂區,中崙里,0
基隆市,安樂區,內寮里,1
基隆市,安樂區,新崙里,1
基隆市,安樂區,三民里,0
基隆市,安樂區,四維里,0
基隆市,安樂區,五福里,0
基隆市,安樂區,六合里,0
基隆市,安樂區,七賢里,0
基隆市,安樂區,鶯歌里,0
基隆市,安樂區,武崙里,0
基隆市,安樂區,長樂里,0
基隆市,安樂區,興寮里,6
基隆市,安樂區,鶯安里,3
基隆市,安樂區,壯觀里,43
基隆市,信義區,仁壽里,0
基隆市,信義區,仁義里,0
基隆市,信義區,義昭里,0
基隆市,信義區,義幸里,0
基隆市,信義區,義民里,0
基隆市,信義區,義和里,3
基隆市,信義區,智慧里,1
基隆市,信義區,智誠里,0
基隆市,信義區,禮儀里,5
基隆市,信義區,禮東里,0
基隆市,信義區,信綠里,0
基隆市,信義區,東光里,0
基隆市,信義區,東明里,6
基隆市,信義區,東安里,0
基隆市,信義區,孝岡里,1
基隆市,信義區,東信里,130
基隆市,信義區,孝深里,0
基隆市,信義區,孝賢里,0
基隆市,信義區,孝德里,0
基隆市,信義區,孝忠里,5
